Speed,wind_power
3.8,3996.69999
3.7,3923.9
3.1,3952.5
3.3,3913.8
3.5,3884.4
3.0,3898.4
3.4,3785.4
3.5,3711.09999
3.6,3483.9
3.7,3191.59999
3.7,2785.69999
3.3,2468.59999
3.8,2644.19999
4.7,2561.3
4.9,2668.4
4.7,2832.5
4.7,2961.0
5.1,3061.9
4.9,3340.09999
3.3,3470.69999
1.7,3551.4
1.8,3633.8
2.8,3708.4
2.5,3669.8
2.0,3528.09999
2.1,3264.5
2.9,3248.8
4.4,3237.09999
4.3,3076.59999
4.2,2737.0
4.5,2280.0
3.8,1770.7
4.8,1328.0
6.2,1039.59999
6.0,894.6
5.8,895.89999
6.7,784.39999
7.5,1155.4
7.6,1423.5
8.9,1743.09999
7.7,2252.09999
7.4,2651.69999
7.8,2957.5
7.3,3025.59999
6.8,3127.09999
5.8,3186.8
4.9,3236.09999
2.5,3247.59999
4.1,3213.4
4.2,3235.59999
4.1,3180.69999
3.9,3108.3
4.4,3003.5
3.7,2842.0
3.5,2587.8
4.0,2305.0
3.9,2036.59999
3.3,1726.9
3.1,1393.09999
3.2,1202.3
3.1,1048.5
3.8,960.89999
4.3,862.2
5.5,789.1
6.3,739.39999
7.2,660.7
6.8,576.89999
4.7,606.0
4.7,627.0
4.4,678.5
4.3,812.1
3.8,814.0
2.5,755.6
1.6,648.79999
1.8,673.7
4.3,610.1
5.4,526.6
5.7,460.1
5.2,419.89999
4.1,353.3
3.6,333.89999
3.2,332.5
3.4,274.1
3.2,186.4
3.4,172.59999
3.3,155.9
3.6,144.4
3.7,144.0
3.3,169.09999
4.1,191.5
3.5,215.3
4.2,227.5
4.0,211.09999
4.0,204.59999
3.7,224.8
3.3,248.69999
2.8,265.5
2.6,338.89999
2.7,386.89999
2.6,466.19999
2.4,539.6
3.0,546.5
3.0,573.2
2.8,623.7
1.2,689.6
1.1,682.89999
1.1,590.6
1.3,513.39999
2.3,617.2
2.1,641.79999
2.4,618.39999
3.0,709.5
2.9,843.29999
2.8,907.2
3.0,890.29999
2.4,778.79999
1.9,622.89999
1.6,572.5
1.6,588.7
1.4,582.79999
3.2,560.29999
2.5,634.6
2.0,610.6
1.5,560.39999
1.8,521.89999
1.2,509.19999
1.2,520.89999
1.6,510.89999
1.0,608.39999
0.9,644.79999
0.6,587.89999
1.2,499.39999
2.0,655.89999
1.9,722.39999
2.2,769.7
2.7,981.39999
2.2,1213.2
1.8,1445.09999
1.1,1649.4
1.3,1868.4
2.1,2024.9
1.5,1977.8
1.3,1929.09999
0.5,1915.2
0.4,1910.09999
0.5,1961.3
0.3,1885.2
0.3,1764.09999
0.4,1557.0
0.5,1415.0
0.5,1132.09999
0.8,932.1
0.5,685.89999
0.5,535.39999
0.6,422.1
0.4,340.69999
1.5,365.8
2.3,410.1
2.8,513.7
3.2,725.79999
3.4,1001.9
3.4,1206.2
3.6,1466.7
3.2,1783.59999
2.4,2081.09999
2.9,2355.09999
3.8,2586.9
3.9,2706.4
3.8,2786.69999
4.3,2887.19999
4.4,2928.59999
4.5,3013.59999
5.4,3175.4
6.9,3321.19999
6.7,3440.3
6.7,3422.0
7.1,3228.4
7.2,2953.5
7.1,2630.5
7.5,2226.0
7.0,1984.09999
7.2,1778.4
7.4,1494.9
7.6,1349.8
7.2,1539.7
6.5,1723.59999
6.6,1806.0
5.9,1878.0
5.3,1980.09999
4.8,2156.0
4.6,2212.5
4.7,2211.09999
4.5,2136.0
3.6,2200.9
3.4,2178.0
3.0,2047.2
3.0,2041.5
2.8,2213.0
2.3,2092.69999
2.6,1880.3
2.2,1460.2
2.0,1170.0
1.3,904.29999
1.2,697.2
1.6,931.5
1.6,995.1
2.1,1110.7
2.4,1312.0
2.4,1784.4
2.2,2220.9
3.3,2739.5
3.2,3106.5
2.8,3294.5
1.8,3410.09999
0.7,3458.5
1.4,3433.8
1.6,3361.69999
0.6,3399.69999
1.0,3346.19999
1.8,3314.9
2.9,3298.3
3.6,3353.09999
3.5,3406.0
3.0,3503.9
2.4,3591.69999
3.1,3551.4
3.1,3490.59999
2.1,3490.59999
2.9,3541.4
3.3,3646.59999
4.0,3754.8
4.4,3861.8
4.8,3876.4
4.3,3676.4
3.2,3309.19999
1.1,2891.69999
2.9,2479.8
3.3,1978.5
3.1,1567.9
3.4,1335.5
3.3,1254.7
3.2,1336.59999
3.4,1248.2
3.4,1192.09999
3.0,1251.7
2.5,1496.9
2.2,1747.8
2.3,1833.59999
2.7,1990.2
1.6,2210.9
1.2,2385.3
1.5,2338.0
2.7,2541.19999
3.6,2801.09999
3.6,3123.3
3.6,3531.5
3.9,3891.59999
3.2,4160.1
3.7,4361.1
4.1,4422.89999
3.4,4544.5
2.3,4598.3
2.9,4634.8
1.8,4676.0
1.8,4631.1
3.2,4629.8
2.3,4613.6
1.6,4609.8
1.5,4627.0
2.2,4599.0
2.1,4549.6
2.4,4508.8
2.1,4449.6
1.5,4421.3
0.9,4479.6
1.8,4483.69999
2.9,4464.0
3.5,4452.0
4.1,4434.3
5.0,4365.39999
5.7,4320.19999
5.6,4338.5
5.8,4331.39999
4.9,4348.39999
4.5,4388.89999
4.7,4355.89999
3.5,4244.8
3.4,4051.9
3.6,3787.69999
3.1,3318.3
3.0,2880.69999
3.6,2695.69999
4.2,2671.09999
4.2,2583.3
4.3,2142.59999
3.5,1954.4
4.0,2237.69999
2.4,2751.59999
1.7,3339.09999
1.8,3660.5
2.5,3422.0
3.1,3879.8
4.3,4093.4
4.7,4231.3
5.5,4168.39999
5.6,4023.9
5.1,3932.5
6.1,3837.69999
6.3,3681.9
6.2,3490.9
7.6,3266.9
7.1,3024.19999
7.1,2666.69999
7.4,2305.8
8.0,1976.9
8.0,1631.09999
7.3,1420.4
6.1,1563.0
5.8,1696.5
4.4,1850.9
4.2,2010.7
4.4,2173.4
4.8,2120.09999
5.8,2113.0
6.0,2121.0
6.5,2142.69999
6.9,2136.59999
7.6,2140.19999
7.9,2477.09999
6.5,2781.0
5.6,2799.4
4.6,2807.9
3.8,2931.69999
2.1,2970.3
1.6,2862.0
0.7,2546.4
0.7,2217.8
1.2,2131.8
1.3,2077.09999
1.3,2101.0
2.3,2371.8
2.3,2817.19999
1.6,3061.4
2.8,3208.09999
3.7,3489.09999
3.4,3771.9
2.7,3899.19999
3.2,4180.89999
4.2,4302.3
4.8,4343.69999
5.7,4361.0
7.1,4353.19999
8.0,4420.6
8.3,4556.1
7.7,4610.5
6.3,4631.1
6.0,4595.3
6.7,4573.5
5.6,4602.1
4.3,4608.69999
3.4,4580.89999
3.6,4602.1
3.4,4601.69999
2.9,4608.5
3.2,4609.19999
3.6,4596.6
2.7,4579.3
1.2,4576.3
1.2,4575.19999
1.4,4564.19999
1.3,4554.1
1.5,4559.0
1.7,4547.5
2.5,4496.69999
2.1,4489.69999
1.1,4454.89999
1.9,4457.8
2.9,4456.0
3.2,4444.19999
3.1,4392.6
2.9,4325.5
1.3,4221.69999
0.9,4092.3
1.3,3845.19999
1.5,3463.8
0.8,2699.8
0.6,2263.3
1.9,1738.8
2.1,1306.4
2.0,905.89999
0.9,660.1
0.9,760.39999
0.7,1253.0
1.0,1425.09999
0.6,1566.8
0.8,1964.2
1.5,1308.4
2.7,1360.09999
3.1,1115.8
4.0,1071.7
4.7,1196.09999
5.3,1224.7
4.6,1170.9
4.2,1114.3
3.5,1183.5
3.4,1292.09999
3.8,1282.4
4.6,1148.5
4.8,1044.4
4.6,921.29999
5.0,877.1
4.4,773.1
4.7,673.2
4.4,685.7
5.5,757.5
6.0,842.39999
5.9,880.2
6.3,942.2
6.5,896.89999
7.9,824.5
8.4,831.6
7.2,788.0
8.0,839.5
8.1,1107.3
8.0,1390.59999
7.8,1625.8
6.0,1758.09999
6.2,1930.2
5.9,2129.8
5.3,2469.9
6.1,2651.19999
6.0,2726.0
5.3,2703.69999
4.3,2730.3
3.6,2795.59999
3.7,2853.69999
3.1,2932.69999
2.6,3051.8
2.1,3184.5
1.2,3280.0
0.8,3380.8
1.6,3423.09999
1.3,3440.4
0.9,3391.0
1.3,3348.3
1.3,3410.19999
1.0,3516.09999
1.2,3534.5
1.4,3453.5
1.6,3305.19999
2.0,3216.09999
1.6,3079.59999
2.5,2762.09999
1.3,2582.4
1.7,2461.8
2.3,2388.0
3.1,2311.09999
2.6,2229.9
3.3,2033.0
3.0,1854.59999
3.7,1749.2
4.2,1699.09999
4.2,1767.5
4.4,1787.0
4.1,1877.0
3.9,1902.5
3.1,1661.0
2.2,1370.09999
2.4,1497.0
2.2,1502.09999
2.5,1533.5
1.5,1614.59999
1.4,1792.4
1.0,1963.0
0.5,2031.59999
1.0,2126.3
1.8,2094.3
2.2,2132.69999
1.6,2106.3
2.1,2300.19999
1.7,2315.59999
1.3,2468.8
2.1,2617.59999
1.0,2686.8
1.1,2644.4
0.9,2628.69999
0.9,2470.19999
2.0,2317.19999
2.1,2152.3
2.3,1911.9
2.5,1704.5
2.3,1565.09999
2.6,1278.2
4.0,1171.4
5.3,1032.7
5.1,893.1
5.4,903.0
4.3,996.79999
5.0,1040.09999
5.3,1119.5
4.7,1196.4
3.6,1297.09999
4.2,1338.9
4.9,1300.2
3.9,1268.9
3.8,1140.2
2.6,1126.2
3.2,1108.59999
4.0,1031.3
2.5,929.39999
2.6,818.79999
3.0,784.1
3.2,749.2
3.2,648.29999
3.0,593.89999
3.5,596.6
3.6,650.2
3.8,591.0
3.8,525.0
4.2,487.19999
4.6,549.79999
5.2,600.0
4.5,599.2
3.8,591.79999
4.3,547.89999
4.6,579.39999
4.6,597.2
5.1,661.89999
5.3,704.5
5.3,734.2
5.1,814.0
5.3,892.1
5.7,941.79999
5.8,1065.4
5.7,1273.4
7.0,1387.09999
8.2,1365.09999
7.8,1262.9
7.1,1190.4
7.3,1191.9
8.0,1236.8
8.4,1205.09999
8.9,1256.3
8.4,1379.09999
8.4,1590.7
7.7,1848.09999
6.7,1933.4
5.4,1881.7
4.4,1761.59999
3.8,1657.9
2.6,1536.8
1.2,1283.2
0.7,1175.3
0.8,1135.0
0.5,1003.0
0.9,911.7
0.9,915.29999
1.2,926.89999
1.0,884.89999
2.6,809.89999
2.4,684.29999
2.3,568.7
2.6,429.69999
3.3,351.19999
2.7,356.89999
4.1,256.5
4.4,183.19999
4.4,182.19999
4.5,253.8
4.0,329.39999
4.0,341.1
4.2,335.1
3.2,325.69999
2.2,357.19999
2.4,318.0
2.4,322.69999
2.7,288.89999
3.0,193.8
3.0,158.8
3.7,129.5
3.0,137.09999
3.5,142.69999
3.1,130.59999
2.7,120.0
3.7,126.9
4.5,150.5
5.9,181.59999
5.5,139.4
4.7,109.8
4.4,124.59999
4.3,136.69999
4.1,184.8
3.5,324.1
3.2,562.39999
2.9,873.2
2.1,1194.2
1.9,1656.09999
1.7,2160.9
1.2,2687.09999
1.0,3031.19999
1.6,3171.9
2.8,3305.59999
2.9,3470.0
3.5,3555.09999
3.1,3550.4
3.2,3664.19999
3.9,3771.3
4.2,3848.69999
3.9,3863.5
4.7,3805.4
4.7,3726.69999
5.2,3377.3
5.2,2767.69999
5.0,2245.3
5.5,1793.7
5.2,1629.8
5.4,1707.5
4.8,1833.7
5.0,1826.59999
5.2,1927.59999
4.8,1942.09999
4.7,1913.9
4.4,1923.8
4.7,1894.5
5.0,1772.4
5.2,2018.09999
4.2,1882.8
4.9,1819.7
4.7,1877.0
5.1,1810.0
4.9,1682.09999
4.8,1596.09999
5.5,1448.2
6.0,1156.8
5.9,820.0
5.9,569.39999
6.3,647.2
6.6,473.3
6.5,359.69999
6.0,365.19999
6.4,436.0
6.5,551.39999
6.1,573.0
7.1,583.7
6.7,684.29999
7.1,873.39999
6.9,1046.5
7.7,1229.8
7.4,1382.2
7.3,1324.5
7.0,1438.8
6.7,1540.9
6.2,1656.2
5.5,1843.9
5.7,1892.2
5.7,1937.8
5.5,1595.5
5.3,1237.3
5.0,969.39999
5.2,784.7
4.5,643.39999
5.3,544.6
5.2,517.0
4.3,563.1
3.3,723.39999
3.4,841.39999
3.3,857.7
3.4,780.39999
2.8,734.79999
2.2,800.39999
1.7,871.5
1.7,889.0
1.6,878.1
1.0,798.7
1.0,793.7
1.5,801.1
1.7,831.79999
2.4,839.79999
3.0,859.2
2.1,821.1
2.7,681.0
3.2,500.19999
3.5,447.6
3.1,402.5
4.0,414.5
4.1,328.39999
3.7,263.3
4.1,267.69999
4.2,326.5
3.7,394.1
4.2,400.6
3.3,389.6
2.5,427.8
2.6,590.6
2.1,740.6
1.7,921.79999
1.7,1061.4
1.2,1175.9
0.6,1380.7
0.8,1496.9
0.7,1508.7
0.5,1503.59999
0.4,1432.3
0.6,1448.3
0.6,1534.9
0.8,1683.9
0.9,1795.3
1.8,1934.2
2.5,2760.8
2.7,3016.69999
2.9,3202.9
2.7,3451.9
2.3,3768.19999
2.8,3977.19999
2.5,4192.0
2.0,4367.3
1.9,4499.6
1.7,4541.0
2.1,4552.39999
1.9,4572.6
0.3,4467.3
0.5,4454.39999
0.6,4401.89999
0.5,4284.69999
0.6,4123.89999
0.7,3916.0
0.7,3777.69999
0.5,3807.3
0.4,3790.4
0.2,3591.09999
0.3,3503.0
1.4,3534.8
2.0,3436.19999
2.2,3319.0
2.2,3296.9
1.3,3204.19999
1.4,3306.09999
1.8,3458.0
1.4,3596.59999
2.1,3637.0
1.4,3677.3
0.3,3706.69999
0.6,3719.3
0.4,3672.9
0.3,3541.4
0.3,3356.4
0.5,3109.5
0.4,2790.59999
0.6,2469.5
0.9,2364.19999
0.5,2261.9
1.0,2203.3
0.2,2071.0
1.0,2048.9
2.0,2001.4
3.2,1710.59999
3.7,1498.3
3.8,1246.59999
4.6,1127.0
4.9,1148.2
5.1,1178.3
4.7,1243.7
4.5,1250.0
4.6,1480.9
4.5,1834.8
3.3,2196.0
1.8,2790.0
1.5,3526.09999
1.4,4077.69999
1.8,4343.0
1.4,4513.69999
1.6,4546.8
1.1,4537.6
1.2,4461.8
0.6,4434.8
0.4,4367.89999
1.1,4196.8
1.6,4093.0
2.4,3948.4
3.0,3697.8
3.9,3541.59999
5.1,3422.0
4.9,3256.4
5.1,3280.5
5.1,3176.0
5.1,3147.69999
5.3,3257.3
5.1,3222.69999
4.8,3352.3
4.0,3406.69999
3.4,3315.19999
3.1,3322.9
1.7,3173.19999
1.9,3328.5
2.4,3312.8
2.1,3249.9
2.3,3161.0
2.2,3101.8
2.4,3040.8
1.6,2776.59999
1.6,2405.19999
1.5,2043.2
2.3,1212.3
2.3,838.79999
2.5,1091.7
3.1,755.2
3.9,898.7
4.3,954.2
4.2,1134.0
4.3,1184.2
4.2,1277.5
3.9,1448.09999
3.5,1575.5
2.4,1491.5
1.3,1540.2
0.2,1700.8
0.4,1701.4
0.4,1691.3
0.3,1657.8
0.4,1814.09999
0.3,1969.4
0.4,2129.4
0.4,1984.09999
0.3,1919.3
0.2,1706.0
0.4,1537.3
0.6,1490.09999
1.6,1404.8
2.3,1209.5
2.8,926.79999
3.5,700.89999
3.6,676.79999
3.7,695.89999
3.8,699.0
4.2,707.1
4.0,669.5
3.2,549.1
2.1,474.6
1.4,427.69999
0.7,424.69999
0.9,428.89999
0.9,454.89999
1.1,450.8
1.3,496.39999
1.6,553.6
1.4,564.6
2.1,559.29999
1.9,556.6
2.0,492.39999
1.9,384.3
2.3,368.3
3.1,338.19999
3.7,342.69999
5.5,305.8
5.3,296.8
5.3,288.39999
5.0,315.8
4.6,413.39999
4.7,491.6
4.7,545.39999
3.8,529.2
3.0,538.29999
2.4,503.5
1.5,456.0
2.5,411.3
2.7,393.3
1.8,330.0
1.8,314.5
1.8,299.19999
2.0,293.69999
1.5,287.1
1.7,270.89999
1.5,234.4
1.6,182.09999
2.3,182.19999
3.3,217.19999
3.0,207.69999
4.1,132.3
4.7,118.09999
4.7,121.5
4.6,130.5
4.8,181.4
4.6,224.3
5.4,261.19999
5.2,256.39999
3.9,210.59999
2.2,186.8
1.6,155.3
1.7,130.69999
3.0,137.19999
3.7,125.4
3.5,142.0
3.4,207.59999
3.5,306.1
3.7,446.0
2.9,570.89999
1.3,636.89999
1.4,684.0
2.3,620.89999
2.8,434.5
2.2,456.6
1.7,277.0
2.6,242.4
3.2,318.6
3.1,447.0
3.0,839.89999
2.3,1151.4
2.1,1354.09999
1.6,1473.09999
1.1,1595.7
1.5,1736.9
1.1,1912.2
1.6,1892.7
1.7,1936.5
2.1,1961.3
1.6,1951.8
1.5,1988.4
1.7,2047.4
1.5,2094.19999
1.4,2161.3
0.7,2263.4
1.4,2284.5
1.8,1769.3
2.0,1371.9
2.5,1296.2
3.4,1273.09999
2.6,1361.3
1.5,1506.0
1.4,1859.9
1.9,2065.5
2.4,2176.09999
2.4,2081.69999
2.0,2142.9
1.9,2202.5
1.6,2137.9
1.0,1975.2
0.3,1821.2
0.5,1611.0
0.4,1416.4
0.6,1215.3
0.6,1075.5
0.9,1003.6
0.6,1021.2
0.5,1100.9
0.6,1246.9
1.0,1198.09999
1.5,1154.5
1.4,1273.0
1.4,1560.09999
2.1,1605.09999
2.6,1639.09999
3.8,1993.0
3.1,2477.9
3.0,2851.0
3.2,3052.9
2.9,3117.19999
2.9,3179.9
1.9,3333.5
0.8,3512.5
0.5,3613.09999
0.5,3676.5
0.7,3728.9
0.6,3622.59999
0.6,3515.69999
0.7,3344.69999
0.6,3211.59999
0.7,3083.8
0.9,2933.5
0.9,2810.8
0.3,2681.3
0.5,2266.09999
1.2,2289.4
1.7,2291.09999
1.8,2105.59999
2.6,2190.69999
2.0,2415.9
2.3,2572.19999
2.3,2724.0
1.9,2789.59999
2.2,2801.5
2.3,2829.4
1.9,2895.3
0.5,2821.8
0.7,2882.69999
0.6,2864.8
0.6,2550.19999
0.4,2399.5
0.5,2321.19999
0.5,2209.8
0.4,2181.09999
0.5,2315.3
0.8,2379.19999
0.9,2289.69999
1.7,2133.69999
1.1,1840.0
3.5,1524.0
4.6,1260.2
4.3,1044.9
4.3,853.6
4.1,752.89999
4.7,811.29999
3.9,936.5
4.1,1073.8
4.5,1050.2
4.1,886.29999
3.0,794.7
2.8,750.29999
3.1,676.5
3.2,574.5
2.7,521.1
1.4,492.6
1.0,491.89999
0.9,589.1
0.8,746.2
0.9,964.79999
0.9,1191.59999
1.3,1272.09999
1.5,993.89999
1.5,878.29999
1.6,919.79999
2.3,856.2
3.1,784.0
3.4,825.29999
3.2,988.2
3.1,1291.7
2.8,1486.5
3.1,1667.4
3.4,1699.7
2.1,1648.5
2.0,1727.5
2.1,1860.4
4.3,1909.8
2.2,1974.0
3.1,1941.09999
3.3,1956.2
3.5,2002.9
2.9,1892.2
3.4,1731.0
4.6,1843.4
5.0,1636.7
5.0,1664.5
6.0,2255.59999
6.4,1825.7
6.1,1421.2
7.2,1695.0
8.1,1652.09999
7.8,1909.0
8.4,2314.3
8.1,2941.4
8.2,3490.9
8.3,3953.5
8.2,4211.69999
7.7,4293.19999
6.5,4405.39999
6.3,4496.69999
6.1,4436.19999
5.4,4353.0
5.2,4209.39999
5.3,4043.19999
5.3,3877.3
5.1,3696.59999
5.6,3399.9
5.6,3036.5
5.8,2517.5
5.1,2049.0
5.9,1608.9
6.6,1414.5
7.1,1337.5
7.2,1061.9
7.1,967.5
6.6,921.79999
7.2,870.0
7.3,836.5
7.8,865.5
7.3,774.2
6.9,678.29999
6.8,549.1
5.5,494.6
4.6,404.39999
4.1,315.1
4.7,308.5
4.2,378.8
3.2,524.1
2.7,624.5
3.2,649.1
3.2,664.89999
3.5,655.6
3.5,718.29999
3.8,802.1
3.9,746.6
4.3,672.7
4.2,768.1
4.5,854.7
4.7,953.5
5.3,1102.3
4.7,1211.8
4.2,1245.2
4.2,1334.9
4.1,1792.5
4.0,2112.4
4.3,2193.19999
3.7,2248.4
2.4,2159.5
2.0,2068.3
2.1,2016.9
2.3,2060.4
2.6,2140.59999
0.9,2152.8
0.9,2232.8
0.8,2310.59999
0.7,2262.09999
0.5,2088.0
0.6,1854.5
1.3,1301.5
1.5,910.0
2.3,738.89999
3.9,607.7
3.5,477.8
2.9,417.0
2.8,432.0
2.4,474.19999
3.0,562.29999
2.4,592.89999
2.9,509.3
2.4,385.1
2.2,305.3
1.3,317.1
0.3,362.8
0.4,386.6
0.4,225.9
0.5,210.19999
0.7,249.59999
0.5,298.69999
0.4,370.19999
0.4,475.6
0.3,639.29999
0.3,806.39999
0.4,934.5
1.3,890.39999
2.2,685.29999
3.1,674.29999
3.6,728.5
3.5,708.29999
3.0,890.29999
2.8,1497.0
3.4,2278.8
3.7,2949.69999
3.9,3343.19999
3.2,3695.3
2.8,3928.9
1.8,4067.4
0.7,4250.39999
0.5,4334.89999
0.6,4405.0
1.3,4410.6
1.1,4474.6
1.5,4533.6
1.5,4553.1
1.7,4586.69999
1.3,4572.89999
1.5,4524.69999
1.7,4420.0
2.9,4297.19999
3.6,4335.19999
4.2,4359.0
5.4,4354.89999
5.4,4308.8
5.3,4217.89999
5.7,4073.9
5.4,3867.3
5.5,3638.0
5.1,3329.59999
5.0,3095.9
4.6,2854.59999
3.8,2601.4
0.9,2380.9
0.5,2074.3
0.8,1752.5
1.2,1547.7
0.8,1374.2
0.8,1117.0
0.9,906.39999
0.4,747.2
0.6,560.89999
0.9,342.39999
1.3,258.0
1.8,175.0
1.6,107.4
2.6,77.5
3.4,64.7
3.2,67.09999
3.9,90.9
3.4,137.8
3.2,272.8
3.3,624.1
2.8,1365.3
2.7,1975.5
2.4,2549.5
1.1,3088.09999
0.5,3434.9
0.6,3485.5
0.9,3604.3
0.9,3715.4
0.7,3672.0
0.8,3524.3
1.1,3231.5
1.0,2870.69999
1.1,2505.4
1.0,2219.3
2.0,1753.3
3.1,1436.5
3.7,1173.09999
4.7,1047.09999
4.9,935.79999
4.8,831.39999
4.7,786.7
5.1,766.7
4.9,879.5
4.7,942.1
5.1,982.29999
4.3,886.1
3.8,751.39999
3.7,691.79999
3.1,630.6
2.0,650.6
1.7,969.1
0.7,1338.2
0.4,1767.5
0.5,2014.9
0.7,2131.19999
0.4,2232.9
0.4,2235.19999
0.9,2437.0
1.5,1945.4
1.5,1565.09999
1.9,1532.2
3.6,1582.5
4.2,1827.0
4.2,1975.3
4.5,2288.5
4.1,2695.19999
3.3,2876.8
3.2,2973.9
3.2,2887.09999
2.9,2624.69999
2.8,2355.0
1.2,2163.5
0.5,1888.8
1.2,1567.4
0.5,1293.8
0.6,1068.9
0.7,893.0
0.7,785.1
0.6,806.29999
0.6,727.89999
0.7,698.89999
0.9,723.29999
1.5,624.7
3.7,552.2
4.8,579.39999
4.4,721.5
5.5,833.7
5.6,975.6
5.5,1161.4
5.6,1382.2
5.5,1626.0
5.1,1897.7
4.7,1998.7
5.2,2011.3
4.3,1943.9
3.5,1942.4
3.0,2043.5
1.9,2215.8
0.8,2273.3
0.5,2430.8
1.2,2666.4
1.7,3037.19999
2.7,3411.3
2.7,3678.69999
2.6,3703.19999
3.1,3713.19999
3.6,3532.09999
4.7,3156.3
4.8,2677.0
4.9,2225.5
5.0,1926.4
5.1,1628.0
4.5,1348.5
3.8,1117.5
3.4,979.7
6.2,1013.4
4.9,993.29999
3.3,696.6
3.8,553.2
4.1,436.39999
