Speed,wind_power
3.7,419.39999
3.5,436.69999
3.6,470.0
3.8,529.1
3.4,681.29999
3.8,849.5
3.1,1155.5
4.5,1312.09999
5.4,1535.2
7.2,1688.3
8.6,1441.2
7.8,1265.2
5.4,1165.09999
5.0,788.39999
5.8,716.7
5.8,633.39999
4.6,561.29999
4.5,477.89999
4.5,486.89999
4.3,545.0
4.0,627.2
3.1,697.6
2.7,827.1
2.1,1079.3
1.3,1318.3
1.2,1531.59999
1.0,1721.8
1.7,2011.9
2.9,2287.8
3.4,2461.4
4.1,2513.8
4.2,2636.0
3.3,2573.5
3.5,2208.59999
4.1,1960.3
3.4,1751.09999
3.8,1514.7
4.0,1257.9
3.4,1198.0
3.7,1212.5
3.7,1286.2
3.6,1258.2
4.2,1374.09999
6.6,1584.8
6.0,1757.7
4.9,1594.5
3.8,1379.3
2.8,1335.7
2.4,1365.7
1.3,1429.3
0.6,1540.2
0.9,1515.59999
0.6,1565.0
0.8,1581.3
1.4,1556.5
2.4,1483.59999
2.0,1422.59999
1.7,1135.3
2.6,715.5
3.8,581.1
3.8,597.5
4.0,755.2
3.6,861.79999
3.5,967.29999
3.6,1060.8
4.5,1297.3
5.0,1714.5
4.4,2265.19999
4.4,2711.4
4.2,2781.09999
4.8,2709.9
3.3,2865.59999
2.0,3087.4
2.6,3320.0
2.9,3354.19999
3.2,3321.0
1.7,3347.5
2.1,3344.0
2.9,3344.4
1.2,3353.3
1.0,3243.9
1.2,3063.69999
1.9,2344.59999
2.2,2113.8
2.6,2214.8
2.3,2299.19999
2.5,2412.5
3.4,2719.0
4.0,2939.8
4.6,3262.3
3.5,3548.09999
3.5,3829.9
4.4,3921.5
4.3,3754.69999
3.7,3603.4
3.5,3644.19999
1.4,3830.3
1.6,3836.3
2.1,3812.09999
2.1,3799.19999
0.8,3672.8
0.5,3575.8
0.7,3460.5
1.8,3272.8
2.5,3293.9
2.5,2961.8
2.0,2573.0
2.1,2280.9
2.2,2041.0
2.2,2002.59999
1.6,2018.4
1.1,2146.8
2.4,2357.5
2.8,2354.8
3.9,2329.3
2.4,2386.3
2.2,2275.19999
2.2,2129.09999
2.9,2072.4
4.7,1972.2
1.6,1926.59999
1.9,1831.2
1.3,1527.4
1.5,1470.7
2.2,1375.4
2.5,1293.3
2.9,1150.59999
3.2,950.2
4.1,792.79999
4.5,647.29999
4.1,597.89999
3.7,595.89999
4.3,578.0
4.3,497.39999
4.4,560.39999
5.5,608.6
5.7,676.79999
4.7,764.29999
5.9,822.7
4.7,749.5
3.8,749.79999
4.1,765.7
6.3,807.79999
3.8,905.2
1.1,1024.7
4.8,1128.59999
3.3,1136.2
2.7,1148.3
3.7,1061.7
3.4,981.29999
3.7,896.2
3.6,795.2
2.5,731.0
2.2,675.79999
2.9,764.2
2.7,952.89999
3.3,1135.4
4.1,1156.0
3.2,1437.4
5.2,1806.7
5.3,1947.4
5.0,1986.09999
4.6,2226.8
4.3,2503.09999
4.0,2841.8
3.6,3009.09999
2.6,2925.0
2.1,3059.69999
2.3,3274.8
3.7,3449.0
3.4,3585.9
3.4,3539.4
3.7,3516.8
2.2,3467.0
2.3,3425.3
2.7,3247.3
3.7,3216.9
4.1,2693.69999
5.4,2050.0
5.7,1665.5
5.6,1437.9
6.0,1454.2
5.6,1456.3
5.8,1425.09999
6.0,1389.5
5.3,1412.09999
3.1,1356.09999
3.6,1460.5
2.9,1508.5
1.2,1392.5
2.5,1410.3
4.4,1656.4
3.3,1960.8
2.6,2188.8
2.7,2415.0
3.3,2465.9
3.5,2620.59999
3.5,3029.69999
3.0,3006.59999
2.5,2822.69999
2.2,2807.4
1.8,2086.3
1.6,1519.8
1.3,1145.09999
1.5,872.2
2.6,889.79999
2.7,944.39999
3.8,1126.2
4.6,1303.2
4.5,1394.7
4.9,1517.3
6.6,1729.59999
6.2,1831.5
5.1,1857.4
4.1,2080.69999
5.4,2440.09999
5.1,2597.4
4.8,2848.8
4.3,3017.9
3.2,3130.19999
3.5,3363.8
3.2,3470.59999
3.2,3465.8
3.1,3243.4
2.7,2935.69999
3.1,2297.8
3.0,1849.59999
3.5,1517.0
4.5,1338.8
5.3,1489.09999
6.3,1612.9
5.6,1766.0
5.0,1747.2
3.7,1768.4
4.6,1838.2
4.1,2076.9
4.9,2279.0
3.7,2123.0
4.1,1775.7
3.7,1514.59999
2.5,1480.9
1.7,1407.2
2.0,1400.4
2.8,1265.8
2.0,1127.9
2.0,956.1
2.6,791.89999
2.7,635.39999
3.9,515.7
4.4,348.69999
5.3,216.19999
6.3,177.69999
5.2,182.09999
4.5,188.69999
5.3,238.69999
5.2,304.0
4.7,329.0
4.2,372.89999
4.4,449.1
4.7,525.89999
4.7,538.6
4.3,512.89999
3.1,500.1
2.0,537.79999
2.1,517.1
2.2,518.39999
2.3,483.0
2.8,505.89999
3.0,502.6
2.8,504.5
2.3,503.8
2.5,498.5
2.7,483.5
3.3,378.19999
4.2,231.8
4.0,180.0
4.8,163.09999
3.9,144.3
4.1,133.69999
3.4,142.0
3.4,168.4
3.4,196.9
3.3,241.0
3.3,293.19999
2.9,386.1
2.2,396.6
1.5,361.1
0.8,354.3
0.4,367.6
0.3,374.6
0.4,433.0
0.4,495.6
0.5,511.69999
0.5,472.69999
0.3,487.1
0.4,504.39999
0.6,524.79999
0.7,564.79999
1.3,374.69999
1.8,275.5
1.8,236.69999
2.0,235.9
2.3,304.69999
1.8,336.8
2.1,370.19999
2.3,443.5
2.3,602.89999
2.4,877.0
2.1,1338.4
2.9,1704.2
2.8,1840.59999
2.1,1822.59999
2.0,1846.09999
1.0,1916.7
0.5,1869.9
0.4,1645.4
0.6,1433.8
0.7,1358.0
0.7,1315.0
1.1,1258.09999
2.9,1469.0
3.4,1177.5
3.7,508.5
4.1,327.19999
3.8,325.0
4.0,293.1
4.4,401.5
4.9,543.79999
4.0,584.89999
4.2,649.89999
4.3,914.79999
4.4,1502.5
4.3,2266.5
3.5,2696.19999
3.2,2916.5
2.1,3121.69999
1.7,3348.4
2.3,3501.59999
1.9,3357.5
1.7,3185.5
1.6,2962.19999
0.9,2780.59999
1.0,2650.9
2.2,2513.5
3.0,2339.9
3.5,1627.3
3.2,1159.9
3.4,767.79999
3.8,546.1
4.5,667.89999
4.4,766.7
4.0,985.6
4.5,1100.59999
4.3,1254.7
4.4,1497.8
5.6,1526.9
5.4,1608.0
4.4,1667.09999
4.4,1577.4
3.7,1356.9
2.8,1108.5
2.9,946.0
2.9,1011.8
2.8,871.79999
3.0,729.1
3.5,778.29999
3.6,795.5
3.3,808.29999
4.0,920.39999
4.6,592.1
5.0,299.89999
5.5,280.5
5.1,276.8
6.4,242.09999
6.0,248.9
6.3,254.59999
6.0,252.4
5.9,249.59999
6.4,280.19999
5.6,355.1
5.3,399.6
4.8,408.6
5.0,339.8
4.3,377.8
3.0,360.39999
3.0,444.19999
2.6,532.89999
2.5,591.6
3.0,665.29999
3.3,699.29999
2.8,771.39999
3.3,776.1
3.2,920.39999
4.3,684.6
5.5,477.0
5.4,317.3
5.7,205.09999
6.1,159.8
6.0,217.9
5.4,298.39999
6.0,333.1
5.7,392.5
6.1,539.89999
6.0,863.0
5.5,1218.8
1.9,1408.9
1.8,1390.8
2.1,1475.9
2.0,1610.3
1.9,1762.9
2.4,1812.8
2.9,1674.7
3.9,1503.8
5.4,1297.8
5.3,1162.5
6.1,1030.09999
6.1,1113.09999
6.0,587.2
6.2,201.5
6.3,121.5
6.0,78.0
5.7,98.7
5.5,106.7
5.0,171.9
4.8,228.8
4.0,232.59999
2.5,276.1
2.7,386.1
2.3,497.6
2.0,481.0
2.6,383.3
0.7,451.89999
0.6,564.5
0.7,572.7
1.0,522.1
2.7,448.39999
5.0,549.2
6.6,607.39999
6.5,626.89999
6.6,583.2
6.2,626.0
5.6,698.5
4.7,409.3
4.2,203.9
3.8,126.2
4.1,129.69999
4.1,156.0
3.9,203.8
3.6,283.39999
2.8,371.6
1.6,559.0
1.2,887.0
1.6,1171.4
1.3,1279.0
0.7,1217.09999
0.5,1157.3
0.9,1172.0
0.4,1139.4
0.5,1155.7
1.1,1081.4
1.0,931.0
0.7,870.79999
1.4,813.2
2.4,749.7
1.9,908.7
2.1,773.79999
1.9,420.5
2.1,212.4
2.6,232.4
2.7,280.6
2.2,363.39999
1.8,462.1
1.2,611.6
0.7,862.39999
0.7,1433.4
0.5,2141.59999
0.7,2730.4
0.5,3216.5
0.6,3605.3
0.7,3856.8
0.6,3962.3
0.4,3459.19999
0.6,3509.0
0.8,3774.0
1.4,3805.5
0.8,4073.8
1.9,4139.69999
1.6,4038.59999
2.7,3744.5
3.5,3467.09999
3.7,3267.0
3.9,2974.8
4.3,2827.4
3.9,2941.09999
3.7,2915.9
4.6,3021.19999
3.3,3137.4
2.2,3215.0
1.3,3340.8
1.2,3563.4
1.5,3833.19999
0.9,4052.09999
0.6,4055.5
0.2,4058.59999
0.8,4152.8
0.5,4178.6
1.3,4140.39999
3.6,4053.4
3.5,3914.8
3.3,3741.59999
4.0,3637.19999
3.7,3579.3
3.3,2968.8
2.8,2324.09999
2.4,1822.4
2.1,1478.7
3.0,1406.5
1.8,1537.59999
2.5,1668.59999
2.3,1748.4
2.1,1775.7
2.1,1891.0
2.5,2127.4
2.5,2523.8
2.9,3039.69999
2.1,3468.69999
2.0,3175.4
3.8,3135.0
4.0,3289.9
3.1,3267.9
2.7,2994.19999
4.1,3195.8
3.8,2911.8
4.7,2603.0
5.3,2355.59999
4.2,2398.59999
4.2,1495.8
3.9,873.0
5.2,533.79999
5.3,374.3
5.7,347.8
5.6,342.69999
5.5,469.8
5.0,547.6
4.2,507.39999
3.6,435.8
3.2,506.3
3.2,775.5
3.3,1229.4
5.0,1625.8
4.6,1752.8
5.1,1650.2
4.5,1455.5
5.4,1289.7
5.9,1017.3
7.0,991.7
8.3,959.0
7.6,873.29999
7.3,780.0
5.6,752.2
5.6,806.5
5.7,263.69999
5.5,71.29999
6.6,39.0
6.1,37.1
6.6,58.2
7.7,87.4
8.4,135.0
8.1,190.5
6.9,235.4
6.8,289.6
6.0,386.39999
6.0,478.39999
6.5,456.6
6.1,390.19999
6.0,347.8
5.4,320.89999
5.5,266.8
4.6,273.69999
4.1,252.5
3.2,249.8
2.4,238.9
1.7,256.69999
2.1,287.8
0.6,295.1
0.7,134.59999
0.6,65.2
0.4,68.09999
0.6,121.3
0.9,180.19999
1.4,253.9
2.1,348.1
2.7,462.5
2.6,637.6
2.9,797.29999
2.5,958.6
3.7,1081.8
3.8,1238.0
3.8,1295.7
2.7,1290.09999
2.6,1452.4
1.9,1700.2
2.8,1961.09999
3.2,1825.5
1.8,1775.8
0.7,1847.8
0.8,1846.09999
0.6,1885.5
0.7,1501.3
0.8,939.0
0.7,662.1
0.4,673.5
0.4,810.2
1.5,801.5
2.1,1110.5
2.4,1298.9
3.6,1390.59999
3.6,1318.3
3.4,1225.9
3.3,1293.2
3.7,1428.09999
4.0,1492.2
3.7,1349.2
3.1,1112.4
3.5,959.6
3.2,952.0
2.2,945.2
0.7,874.5
0.9,821.2
0.8,810.2
0.5,776.39999
0.6,805.29999
0.6,894.89999
0.8,694.79999
1.0,683.7
2.6,749.79999
2.3,802.29999
2.2,795.0
2.5,862.5
1.3,1011.8
1.4,1081.59999
1.3,1089.8
0.7,1133.9
1.3,1198.3
0.6,1280.5
0.4,1283.4
0.5,1260.9
0.3,1305.09999
0.6,1454.3
0.4,1582.9
0.2,1693.5
0.4,1713.5
1.6,1640.09999
1.8,1535.2
1.9,1499.7
1.7,1617.7
1.3,1428.3
2.5,992.5
1.4,684.5
1.7,578.89999
2.5,505.89999
2.7,605.6
1.5,652.0
2.2,653.1
2.7,712.5
3.9,760.29999
3.0,866.79999
3.1,1111.59999
1.5,1341.3
0.9,1479.4
1.9,1575.8
1.2,1671.3
1.3,1904.5
2.1,1914.9
2.8,1615.9
3.2,1557.5
2.8,1396.8
2.8,1259.4
1.3,1042.9
1.5,902.2
2.4,536.89999
3.7,408.39999
4.1,367.89999
4.4,304.0
3.6,282.6
3.5,336.89999
3.5,412.8
3.9,533.6
4.1,591.1
2.9,605.1
2.9,651.39999
1.7,775.0
0.6,1046.7
0.7,1461.8
0.5,1796.59999
0.5,2131.69999
0.9,2425.4
0.9,2658.9
1.0,2417.8
2.1,2150.8
5.7,2102.5
3.5,2064.8
2.5,1884.2
2.9,1557.5
2.9,1216.59999
2.4,954.7
6.7,1089.4
7.0,1070.09999
6.7,1114.59999
5.7,1027.3
3.5,1069.9
4.4,1095.5
3.9,1164.0
2.5,1197.8
2.4,1155.59999
2.8,1127.9
2.5,1161.59999
2.1,1334.3
2.4,1419.3
2.9,1473.0
2.7,1539.09999
2.7,1579.59999
2.4,1401.3
1.8,1318.7
2.7,1202.9
4.3,1051.5
3.8,950.0
2.8,762.5
4.6,663.79999
6.1,633.7
4.2,625.0
3.4,658.89999
3.9,711.6
3.9,727.89999
3.0,743.1
2.5,780.1
3.2,853.5
3.6,935.1
2.7,1054.5
3.9,1194.09999
3.7,1348.2
3.5,1369.7
4.1,1438.2
4.1,1580.7
3.8,1756.7
4.1,2089.8
4.0,2073.5
3.7,2268.4
4.5,2340.09999
6.1,2382.0
4.8,2290.5
5.2,2233.9
5.2,2025.2
4.1,1764.9
3.3,1665.4
3.1,1555.5
2.1,1376.09999
2.7,1247.3
2.9,928.5
2.5,772.89999
3.1,657.89999
4.0,505.69999
4.2,390.5
5.0,347.39999
5.7,428.69999
5.1,597.1
5.3,786.5
5.7,959.39999
5.8,1061.09999
5.8,1142.5
6.8,1110.0
5.9,1154.0
5.4,1258.9
5.3,1457.09999
4.6,1640.8
3.9,1683.8
3.2,1397.5
2.8,1429.4
2.2,1655.5
1.4,1885.4
2.1,1978.4
1.3,2010.8
1.4,2362.4
1.3,2635.9
1.7,2754.4
2.3,2836.5
3.1,2784.69999
3.4,3039.9
3.6,3159.69999
3.1,3249.59999
3.4,3099.3
4.4,2755.5
4.7,2338.5
4.3,2063.19999
4.5,2188.0
4.6,2065.5
5.0,1897.9
4.7,1806.5
4.3,1640.09999
5.0,1557.8
5.7,1335.09999
4.4,880.6
4.1,662.7
4.9,684.39999
7.3,939.6
7.5,1289.09999
6.5,1303.9
6.2,1373.7
6.0,1486.9
5.3,1530.5
5.6,1503.5
5.3,1525.0
5.0,1572.3
5.2,1685.9
4.2,1702.9
4.2,1661.0
4.8,1617.4
4.9,1784.5
4.7,1880.2
4.2,2069.09999
4.5,2083.5
4.1,2045.8
4.8,1833.7
4.6,1511.59999
4.3,1252.59999
4.7,947.1
5.3,762.29999
5.4,733.5
5.5,739.89999
4.7,867.7
4.6,834.39999
4.9,915.79999
5.0,967.0
4.4,1000.2
5.8,1035.5
7.2,1060.4
6.3,1024.7
5.1,968.29999
4.2,1023.3
5.2,1113.5
4.2,1197.9
5.4,1239.7
5.1,1095.2
4.2,1102.7
2.8,1210.59999
2.1,1178.59999
3.2,1103.9
4.2,898.7
4.5,676.39999
5.4,541.29999
5.3,487.89999
5.9,449.0
5.6,440.8
4.4,327.89999
5.8,300.1
5.7,310.1
5.7,332.8
5.0,313.89999
4.5,279.69999
4.3,282.8
3.5,338.5
1.8,414.39999
1.9,457.19999
2.5,421.0
2.5,363.6
2.2,336.19999
1.8,371.19999
0.8,405.6
0.7,440.6
0.6,549.29999
0.6,583.6
0.5,575.39999
0.8,537.29999
2.4,590.2
2.8,647.7
3.5,815.1
4.7,956.29999
6.5,1002.7
6.6,1088.7
6.7,1190.7
6.4,1284.59999
6.2,1320.9
4.0,1307.9
3.8,1295.09999
5.2,1415.8
5.3,1860.09999
4.3,2137.3
5.1,2242.9
4.6,2030.59999
3.9,2047.7
2.7,1839.7
3.0,1759.4
2.8,1820.59999
2.9,1681.2
3.4,1488.0
4.3,1476.2
3.8,1343.5
4.3,1061.09999
4.7,1135.3
4.7,1214.5
4.4,1335.59999
4.6,1048.2
4.6,1020.7
5.1,1006.3
5.0,952.29999
4.0,885.6
3.9,883.7
3.4,1226.09999
3.0,1521.2
3.7,1736.7
4.1,1802.4
4.6,1726.2
5.1,1793.09999
5.0,1855.5
3.7,1602.2
3.6,1492.09999
4.4,1451.8
5.0,1324.09999
5.6,1069.5
5.5,743.39999
6.8,573.29999
7.7,524.7
8.5,524.39999
8.5,571.2
8.3,690.6
7.9,713.5
7.8,845.1
8.2,1000.6
6.4,1031.7
6.8,917.29999
3.7,689.6
3.5,571.1
3.1,565.79999
3.5,608.2
3.4,762.39999
2.7,780.0
1.1,651.1
2.1,553.39999
1.8,474.39999
1.8,419.19999
1.6,430.3
1.8,445.0
1.4,500.6
1.9,518.5
2.9,465.69999
2.9,524.1
3.3,694.7
3.9,925.0
3.5,1094.09999
2.9,1181.9
3.9,1263.5
4.0,1450.2
3.4,1635.4
3.9,1805.4
2.6,1953.4
2.2,2276.4
0.8,2675.4
1.0,3111.09999
1.1,3263.59999
2.3,3103.59999
1.3,3172.19999
0.9,3315.0
1.3,3507.9
1.2,3359.19999
2.7,3316.09999
4.2,3207.0
4.0,2893.3
3.7,2358.9
3.7,1973.59999
3.0,1897.2
4.9,1945.5
4.9,2112.8
5.6,2324.0
5.0,2524.5
5.2,2661.9
4.4,2713.09999
3.6,2822.5
3.7,2701.09999
2.6,2410.69999
1.1,2054.4
0.6,1863.7
1.0,2007.59999
1.3,2217.19999
0.7,2132.19999
1.0,2017.4
1.4,1966.9
1.9,2109.3
1.5,2151.3
1.8,2217.09999
3.2,2137.0
3.3,1950.7
3.3,1778.3
3.5,1900.2
2.8,2101.59999
3.6,2078.9
3.8,2121.9
4.0,2330.19999
4.2,2525.9
4.3,2560.59999
4.3,2571.69999
2.9,2494.3
2.2,2319.4
1.5,1976.3
1.7,1713.5
1.7,1512.5
1.4,1488.7
1.6,1588.3
1.7,1553.2
1.7,1341.9
2.3,1297.5
2.9,1171.0
2.9,1189.5
4.3,1122.0
5.1,1120.0
5.0,1041.5
5.7,570.29999
5.2,371.89999
4.8,481.39999
4.3,650.7
3.5,800.39999
3.3,1013.6
3.0,1081.59999
3.2,1112.59999
3.0,1120.8
2.2,1060.7
1.5,925.7
1.2,755.1
0.7,607.7
0.3,569.1
0.5,689.5
0.5,754.0
0.4,731.79999
0.7,753.6
0.9,842.29999
1.2,830.89999
0.9,1038.8
1.1,976.89999
1.9,950.0
1.6,885.1
2.6,647.39999
2.5,573.5
2.1,572.2
2.0,594.2
1.6,505.89999
2.5,646.79999
2.1,767.7
1.3,864.89999
1.2,965.1
0.8,999.29999
0.6,933.2
1.3,762.6
1.2,648.7
0.7,704.89999
0.9,864.1
0.9,1012.1
1.5,1075.7
2.7,1240.2
4.2,1478.8
3.4,1557.59999
3.3,1818.4
3.5,1953.3
3.6,1983.4
2.9,1920.7
0.6,1486.3
0.5,1144.09999
0.6,1030.59999
0.6,936.1
1.5,917.2
2.8,1072.4
4.1,1299.3
4.9,1381.7
4.6,1542.09999
4.2,1629.59999
4.5,1676.59999
3.6,1559.5
4.2,1549.8
3.9,1864.4
4.5,2335.0
5.1,2665.19999
4.7,2752.4
2.3,2870.0
2.6,3103.09999
2.7,3076.69999
3.2,3095.09999
4.0,2985.0
4.0,2755.19999
4.9,2730.5
5.4,1885.3
5.2,1261.0
5.2,988.6
4.8,814.29999
5.2,874.6
5.1,950.29999
5.4,1008.6
5.1,1110.2
4.9,1172.59999
5.1,1194.0
4.8,1145.7
4.7,1228.0
3.8,1405.5
1.8,1774.9
0.6,2275.19999
0.6,2659.5
0.5,2823.69999
0.4,2896.5
0.5,3079.0
1.0,3266.59999
0.5,3279.5
0.3,3326.59999
0.7,3198.8
2.0,2940.19999
3.1,2599.3
2.5,1868.9
1.9,1495.7
2.2,1241.7
2.9,1199.2
2.3,1312.4
2.7,1471.3
2.8,1588.0
2.7,1731.5
2.1,1897.9
0.9,2015.8
1.3,2085.5
1.3,2361.8
0.8,2628.59999
0.6,2803.9
0.3,2976.3
0.3,3119.3
0.6,3263.8
0.5,3517.69999
0.5,3548.5
0.4,3504.0
0.3,3406.09999
0.5,3167.5
0.5,2851.59999
1.4,2581.09999
1.8,2117.4
2.5,1765.59999
2.6,1432.8
2.1,1422.59999
2.5,1475.7
2.6,1609.7
2.6,1740.4
2.1,1940.0
1.9,2156.19999
1.4,2528.3
1.1,2998.8
2.0,3363.19999
2.1,3608.0
1.8,3745.4
0.5,3748.69999
0.3,3393.4
0.4,3622.59999
1.3,3522.69999
0.8,3483.9
0.8,3343.19999
0.9,3331.4
1.3,3181.59999
1.4,2970.0
1.7,2496.9
2.3,2055.8
2.5,1915.3
2.2,1912.09999
1.6,2091.3
2.4,2329.3
2.3,2372.3
2.8,2318.9
1.9,2234.09999
2.0,2291.9
2.2,2363.69999
2.1,2413.4
1.6,2813.9
0.9,3158.5
3.6,3323.9
3.8,3357.4
3.2,3240.69999
2.3,3148.5
2.1,3187.69999
2.0,3160.19999
2.1,2940.5
2.3,2737.9
2.1,2514.8
3.1,2328.09999
2.6,1510.7
3.2,883.0
2.9,583.79999
3.8,428.39999
3.4,380.8
3.1,428.19999
3.1,565.1
3.3,647.7
3.2,805.2
2.9,851.89999
3.1,819.29999
4.4,744.6
3.6,662.6
2.5,650.1
1.1,615.2
0.7,546.6
1.3,407.89999
1.7,309.89999
3.3,315.1
2.2,321.19999
2.1,282.69999
3.2,310.6
3.9,326.1
4.0,308.19999
3.7,308.1
4.1,163.19999
4.6,96.09999
4.6,110.59999
4.5,142.0
4.0,193.59999
3.3,189.3
4.0,244.19999
3.7,353.1
3.5,403.5
3.0,402.39999
3.1,375.0
2.5,331.89999
2.2,415.3
2.9,567.5
2.8,752.2
2.0,868.6
1.8,980.79999
2.3,1090.7
0.8,960.29999
0.6,923.6
1.2,944.5
2.1,855.7
1.8,824.2
2.1,531.29999
2.5,274.3
3.3,207.19999
3.8,225.59999
2.7,252.69999
2.7,323.3
2.6,341.19999
2.3,426.6
2.0,460.0
1.7,554.29999
1.7,651.89999
1.5,628.6
1.4,567.79999
0.8,565.29999
0.5,633.5
0.4,760.6
0.4,907.79999
0.4,959.29999
0.9,1084.59999
0.6,1110.7
0.5,1116.09999
0.6,1194.9
1.5,1187.9
1.6,1159.3
1.3,817.7
2.0,472.3
1.5,454.5
2.3,567.7
2.5,695.39999
2.9,765.29999
2.2,800.7
3.1,874.5
2.8,1005.5
2.8,1028.9
3.6,867.7
2.6,700.89999
2.8,701.6
1.7,866.79999
0.7,1002.4
0.8,1020.3
0.4,1030.7
0.5,1132.59999
0.8,1287.09999
0.6,1599.09999
0.8,1835.09999
1.5,2009.9
1.9,2119.09999
1.5,1979.3
1.3,2124.9
2.9,1474.3
3.5,1181.0
4.1,1102.5
4.1,1155.4
4.5,1323.8
4.6,1705.59999
4.1,1852.7
5.7,1836.0
5.2,1795.8
5.8,2033.9
5.0,2144.19999
3.2,2282.09999
1.6,2349.3
1.0,2516.8
0.3,2426.0
1.3,2323.9
0.7,2356.09999
0.7,2343.19999
0.5,2311.8
0.8,2158.9
2.6,2123.5
2.4,1809.09999
3.1,1793.4
3.4,1731.4
3.3,1830.9
2.3,1822.59999
2.4,1983.3
1.7,1972.59999
1.5,2081.5
1.8,2397.8
2.8,2523.09999
3.2,2822.5
3.9,2769.5
3.6,2624.19999
3.1,2490.9
2.8,2371.0
2.0,2260.4
1.8,2309.8
2.1,2395.4
2.2,2336.69999
